"id","siafi_code"
l10n_br_base.city_3201605,5631
l10n_br_base.city_3201704,5633
l10n_br_base.city_3201803,5635
l10n_br_base.city_3201902,5637
l10n_br_base.city_3202009,5639
l10n_br_base.city_3202108,5641
l10n_br_base.city_3202207,5643
l10n_br_base.city_3202256,1114
l10n_br_base.city_3202306,5645
l10n_br_base.city_3202405,5647
l10n_br_base.city_3202454,5709
l10n_br_base.city_3202504,5649
l10n_br_base.city_3202553,6011
l10n_br_base.city_3202603,5651
l10n_br_base.city_3202652,2931
l10n_br_base.city_3202702,5653
l10n_br_base.city_3202801,5655
l10n_br_base.city_3202900,5657
l10n_br_base.city_3203007,5659
l10n_br_base.city_3203056,5713
l10n_br_base.city_3203106,5661
l10n_br_base.city_3203130,5721
l10n_br_base.city_3203163,5723
l10n_br_base.city_3203205,5663
l10n_br_base.city_3203304,5665
l10n_br_base.city_3203320,0760
l10n_br_base.city_3203346,2929
l10n_br_base.city_3203353,5707
l10n_br_base.city_3203403,5667
l10n_br_base.city_3203502,5669
l10n_br_base.city_3203601,5671
l10n_br_base.city_3203700,5673
l10n_br_base.city_3203809,5675
l10n_br_base.city_3203908,5677
l10n_br_base.city_3204005,5679
l10n_br_base.city_3204054,5715
l10n_br_base.city_3204104,5681
l10n_br_base.city_3204203,5683
l10n_br_base.city_3204252,0762
l10n_br_base.city_3204302,5685
l10n_br_base.city_3204351,5711
l10n_br_base.city_3204401,5687
l10n_br_base.city_3204500,5689
l10n_br_base.city_3204559,5725
l10n_br_base.city_3204609,5691
l10n_br_base.city_3204658,2933
l10n_br_base.city_3204708,5693
l10n_br_base.city_3204807,5695
l10n_br_base.city_3204906,5697
l10n_br_base.city_3204955,0764
l10n_br_base.city_3205002,5699
l10n_br_base.city_3205010,0766
l10n_br_base.city_3205036,5727
l10n_br_base.city_3205069,5729
l10n_br_base.city_3205101,5701
l10n_br_base.city_3205150,2935
l10n_br_base.city_3205176,0768
l10n_br_base.city_3205200,5703
l10n_br_base.city_3205309,5705
l10n_br_base.city_5200050,1050
l10n_br_base.city_5200100,9201
l10n_br_base.city_5200134,9645
l10n_br_base.city_5200159,9769
l10n_br_base.city_5200175,9771
l10n_br_base.city_5200209,9203
l10n_br_base.city_5200258,1052
l10n_br_base.city_5200308,9205
l10n_br_base.city_5200506,9209
l10n_br_base.city_5200555,0085
l10n_br_base.city_5200605,9211
l10n_br_base.city_5200803,9215
l10n_br_base.city_5200829,1054
l10n_br_base.city_5200852,9661
l10n_br_base.city_5200902,9217
l10n_br_base.city_5201108,9221
l10n_br_base.city_5201207,9223
l10n_br_base.city_5201306,9225
l10n_br_base.city_5201405,9227
l10n_br_base.city_5201454,0071
l10n_br_base.city_5201504,9229
l10n_br_base.city_5201603,9231
l10n_br_base.city_5201702,9233
l10n_br_base.city_5201801,9235
l10n_br_base.city_5202155,9669
l10n_br_base.city_5202353,9671
l10n_br_base.city_5202502,9249
l10n_br_base.city_5202601,9251
l10n_br_base.city_5202809,9255
l10n_br_base.city_5203104,9261
l10n_br_base.city_5203203,9263
l10n_br_base.city_5203302,9265
l10n_br_base.city_5203401,9267
l10n_br_base.city_5203500,9269
l10n_br_base.city_5203559,9775
l10n_br_base.city_5203575,1056
l10n_br_base.city_5203609,9271
l10n_br_base.city_5203807,9275
l10n_br_base.city_5203906,9277
l10n_br_base.city_5203939,0063
l10n_br_base.city_5203962,0061
l10n_br_base.city_5204003,9279
l10n_br_base.city_5204102,9281
l10n_br_base.city_5204201,9283
l10n_br_base.city_5204250,9673
l10n_br_base.city_5204300,9285
l10n_br_base.city_5204409,9287
l10n_br_base.city_5204508,9289
l10n_br_base.city_5204557,0031
l10n_br_base.city_5204607,9291
l10n_br_base.city_5204656,9687
l10n_br_base.city_5204706,9293
l10n_br_base.city_5204805,9295
l10n_br_base.city_5204854,1070
l10n_br_base.city_5204904,9297
l10n_br_base.city_5204953,9781
l10n_br_base.city_5205000,9299
l10n_br_base.city_5205059,0081
l10n_br_base.city_5205109,9301
l10n_br_base.city_5205208,9303
l10n_br_base.city_5205307,9305
l10n_br_base.city_5205406,9307
l10n_br_base.city_5205455,9785
l10n_br_base.city_5205471,0073
l10n_br_base.city_5205497,0077
l10n_br_base.city_5205513,0055
l10n_br_base.city_5205521,9791
l10n_br_base.city_5205703,9315
l10n_br_base.city_5205802,9317
l10n_br_base.city_5205901,9319
l10n_br_base.city_5206206,9325
l10n_br_base.city_5206305,9327
l10n_br_base.city_5206404,9329
l10n_br_base.city_5206503,9331
l10n_br_base.city_5206602,9333
l10n_br_base.city_5206701,9335
l10n_br_base.city_5206800,9337
l10n_br_base.city_5206909,9339
l10n_br_base.city_5207105,9343
l10n_br_base.city_5208301,9309
l10n_br_base.city_5207253,9675
l10n_br_base.city_5207352,9795
l10n_br_base.city_5207402,9349
l10n_br_base.city_5207501,9351
l10n_br_base.city_5207535,9797
l10n_br_base.city_5207600,9353
l10n_br_base.city_5207808,9357
l10n_br_base.city_5207907,9359
l10n_br_base.city_5208004,9361
l10n_br_base.city_5208103,9363
l10n_br_base.city_5208152,1072
l10n_br_base.city_5208400,9367
l10n_br_base.city_5208509,9369
l10n_br_base.city_5208608,9371
l10n_br_base.city_5208707,9373
l10n_br_base.city_5208806,9375
l10n_br_base.city_5208905,9377
l10n_br_base.city_5209101,9379
l10n_br_base.city_5209150,9799
l10n_br_base.city_5209200,9381
l10n_br_base.city_5209291,0065
l10n_br_base.city_5209408,9383
l10n_br_base.city_5209457,9993
l10n_br_base.city_5209606,9387
l10n_br_base.city_5209705,9389
l10n_br_base.city_5209804,9391
l10n_br_base.city_5209903,9393
l10n_br_base.city_5209937,0069
l10n_br_base.city_5209952,9681
l10n_br_base.city_5210000,9395
l10n_br_base.city_5210109,9397
l10n_br_base.city_5210158,1074
l10n_br_base.city_5210208,9399
l10n_br_base.city_5210307,9401
l10n_br_base.city_5210406,9403
l10n_br_base.city_5210562,9919
l10n_br_base.city_5210604,9407
l10n_br_base.city_5210802,9411
l10n_br_base.city_5210901,9413
l10n_br_base.city_5211008,9415
l10n_br_base.city_5211206,9419
l10n_br_base.city_5211305,9421
l10n_br_base.city_5211404,9423
l10n_br_base.city_5211503,9425
l10n_br_base.city_5211602,9427
l10n_br_base.city_5211701,9429
l10n_br_base.city_5211800,9431
l10n_br_base.city_5211909,9433
l10n_br_base.city_5212006,9435
l10n_br_base.city_5212055,0049
l10n_br_base.city_5212105,9437
l10n_br_base.city_5212204,9439
l10n_br_base.city_5212253,1076
l10n_br_base.city_5212303,9443
l10n_br_base.city_5212501,9445
l10n_br_base.city_5212600,9447
l10n_br_base.city_5212709,9449
l10n_br_base.city_5212808,9451
l10n_br_base.city_5212907,9453
l10n_br_base.city_5212956,9927
l10n_br_base.city_5213004,9457
l10n_br_base.city_5213053,9931
l10n_br_base.city_5213087,9647
l10n_br_base.city_5213103,9459
l10n_br_base.city_5213400,9465
l10n_br_base.city_5213509,9467
l10n_br_base.city_5213707,9471
l10n_br_base.city_5213756,9933
l10n_br_base.city_5213772,0079
l10n_br_base.city_5213806,9473
l10n_br_base.city_5213855,9935
l10n_br_base.city_5213905,9475
l10n_br_base.city_5214002,9477
l10n_br_base.city_5214051,9651
l10n_br_base.city_5214101,9479
l10n_br_base.city_5214408,9485
l10n_br_base.city_5214507,9487
l10n_br_base.city_5214606,9489
l10n_br_base.city_5214705,9491
l10n_br_base.city_5214804,9493
l10n_br_base.city_5214838,9653
l10n_br_base.city_5214861,9655
l10n_br_base.city_5214879,0087
l10n_br_base.city_5214903,9495
l10n_br_base.city_5215009,9497
l10n_br_base.city_5215207,9501
l10n_br_base.city_5215231,1058
l10n_br_base.city_5215256,9735
l10n_br_base.city_5215306,9503
l10n_br_base.city_5215405,9505
l10n_br_base.city_5215504,9507
l10n_br_base.city_5215603,9509
l10n_br_base.city_5215652,9737
l10n_br_base.city_5215702,9511
l10n_br_base.city_5215801,9513
l10n_br_base.city_5215900,9515
l10n_br_base.city_5216007,9517
l10n_br_base.city_5216304,9455
l10n_br_base.city_5216403,9523
l10n_br_base.city_5216452,0075
l10n_br_base.city_5216809,9531
l10n_br_base.city_5216908,9535
l10n_br_base.city_5217104,9539
l10n_br_base.city_5217203,9541
l10n_br_base.city_5217302,9543
l10n_br_base.city_5217401,9545
l10n_br_base.city_5217609,9595
l10n_br_base.city_5217708,9549
l10n_br_base.city_5218003,9555
l10n_br_base.city_5218052,1060
l10n_br_base.city_5218102,9557
l10n_br_base.city_5218300,9561
l10n_br_base.city_5218391,0051
l10n_br_base.city_5218508,9563
l10n_br_base.city_5218607,9565
l10n_br_base.city_5218706,9567
l10n_br_base.city_5218789,9995
l10n_br_base.city_5218805,9571
l10n_br_base.city_5218904,9573
l10n_br_base.city_5219001,9575
l10n_br_base.city_5219100,9577
l10n_br_base.city_5219209,9579
l10n_br_base.city_5219258,9743
l10n_br_base.city_5219308,9581
l10n_br_base.city_5219357,9689
l10n_br_base.city_5219407,9583
l10n_br_base.city_5219456,1062
l10n_br_base.city_5219506,9585
l10n_br_base.city_5219605,9587
l10n_br_base.city_5219704,9589
l10n_br_base.city_5219712,0083
l10n_br_base.city_5219738,0053
l10n_br_base.city_5219753,9677
l10n_br_base.city_5219803,9591
l10n_br_base.city_5219902,9593
l10n_br_base.city_5220058,9747
l10n_br_base.city_5220009,9597
l10n_br_base.city_5220108,9599
l10n_br_base.city_5220157,9749
l10n_br_base.city_5220207,9601
l10n_br_base.city_5220264,9751
l10n_br_base.city_5220280,1064
l10n_br_base.city_5220405,9605
l10n_br_base.city_5220454,9753
l10n_br_base.city_5220504,9607
l10n_br_base.city_5220603,9609
l10n_br_base.city_5220686,9755
l10n_br_base.city_5220702,9611
l10n_br_base.city_5221007,9617
l10n_br_base.city_5221080,9759
l10n_br_base.city_5221197,0057
l10n_br_base.city_5221304,9623
l10n_br_base.city_5221403,9625
l10n_br_base.city_5221452,9761
l10n_br_base.city_5221502,9631
l10n_br_base.city_5221551,9765
l10n_br_base.city_5221577,0059
l10n_br_base.city_5221601,9633
l10n_br_base.city_5221700,9635
l10n_br_base.city_5221809,9637
l10n_br_base.city_5221858,1066
l10n_br_base.city_5221908,9639
l10n_br_base.city_5222005,9641
l10n_br_base.city_5222054,9657
l10n_br_base.city_5222203,0067
l10n_br_base.city_5222302,1068
l10n_br_base.city_2100055,0961
l10n_br_base.city_2100105,0701
l10n_br_base.city_2100154,0104
l10n_br_base.city_2100204,0703
l10n_br_base.city_2100303,0705
l10n_br_base.city_2100402,0707
l10n_br_base.city_2100436,0106
l10n_br_base.city_2100477,0108
l10n_br_base.city_2100501,0709
l10n_br_base.city_2100550,0110
l10n_br_base.city_2100600,0711
l10n_br_base.city_2100709,0713
l10n_br_base.city_2100808,0715
l10n_br_base.city_2100832,0112
l10n_br_base.city_2100873,0114
l10n_br_base.city_2100907,0717
l10n_br_base.city_2100956,1281
l10n_br_base.city_2101004,0719
l10n_br_base.city_2101103,0721
l10n_br_base.city_2101202,0723
l10n_br_base.city_2101251,0116
l10n_br_base.city_2101301,0725
l10n_br_base.city_2101350,0118
l10n_br_base.city_2101400,0727
l10n_br_base.city_2101509,0729
l10n_br_base.city_2101608,0731
l10n_br_base.city_2101707,0733
l10n_br_base.city_2101772,0122
l10n_br_base.city_2101731,0120
l10n_br_base.city_2101806,0735
l10n_br_base.city_2101905,0737
l10n_br_base.city_2101939,0124
l10n_br_base.city_2101970,0126
l10n_br_base.city_2102002,0955
l10n_br_base.city_2102036,0128
l10n_br_base.city_2102077,0130
l10n_br_base.city_2102101,0739
l10n_br_base.city_2102150,0132
l10n_br_base.city_2102200,0741
l10n_br_base.city_2102309,0743
l10n_br_base.city_2102325,0134
l10n_br_base.city_2102358,0136
l10n_br_base.city_2102374,0138
l10n_br_base.city_2102408,0745
l10n_br_base.city_2102507,0747
l10n_br_base.city_2102556,0140
l10n_br_base.city_2102606,0749
l10n_br_base.city_2102705,0751
l10n_br_base.city_2102754,0142
l10n_br_base.city_2102804,0753
l10n_br_base.city_2102903,0755
l10n_br_base.city_2103000,0757
l10n_br_base.city_2103109,0759
l10n_br_base.city_2103125,0144
l10n_br_base.city_2103158,0146
l10n_br_base.city_2103174,0148
l10n_br_base.city_2103208,0761
l10n_br_base.city_2103257,0150
l10n_br_base.city_2103307,0763
l10n_br_base.city_2103406,0765
l10n_br_base.city_2103505,0767
l10n_br_base.city_2103554,0152
l10n_br_base.city_2103604,0769
l10n_br_base.city_2103703,0771
l10n_br_base.city_2103752,0154
l10n_br_base.city_2103802,0773
l10n_br_base.city_2103901,0775
l10n_br_base.city_2104008,0777
l10n_br_base.city_2104057,0963
l10n_br_base.city_2104073,0156
l10n_br_base.city_2104081,0158
l10n_br_base.city_2104099,0160
l10n_br_base.city_2104107,0779
l10n_br_base.city_2104206,0781
l10n_br_base.city_2104305,0783
l10n_br_base.city_2104404,0785
l10n_br_base.city_2104503,0787
l10n_br_base.city_2104552,0162
l10n_br_base.city_2104602,0789
l10n_br_base.city_2104628,0164
l10n_br_base.city_2104651,0166
l10n_br_base.city_2104677,0168
l10n_br_base.city_2104701,0791
l10n_br_base.city_2104800,0793
l10n_br_base.city_2104909,0795
l10n_br_base.city_2105005,0797
l10n_br_base.city_2105104,0799
l10n_br_base.city_2105153,0170
l10n_br_base.city_2105203,0801
l10n_br_base.city_2105302,0803
l10n_br_base.city_2105351,0172
l10n_br_base.city_2105401,0807
l10n_br_base.city_2105427,0174
l10n_br_base.city_2105450,0176
l10n_br_base.city_2105476,0178
l10n_br_base.city_2105500,0809
l10n_br_base.city_2105609,0811
l10n_br_base.city_2105658,0180
l10n_br_base.city_2105708,0813
l10n_br_base.city_2105807,0815
l10n_br_base.city_2105948,0184
l10n_br_base.city_2105906,0817
l10n_br_base.city_2105922,0182
l10n_br_base.city_2105963,0186
l10n_br_base.city_2105989,0188
l10n_br_base.city_2106003,0819
l10n_br_base.city_2106102,0821
l10n_br_base.city_2106201,0823
l10n_br_base.city_2106300,0825
l10n_br_base.city_2106326,0190
l10n_br_base.city_2106359,0192
l10n_br_base.city_2106375,0194
l10n_br_base.city_2106409,0827
l10n_br_base.city_2106508,0829
l10n_br_base.city_2106607,0831
l10n_br_base.city_2106631,0196
l10n_br_base.city_2106672,0198
l10n_br_base.city_2106706,0833
l10n_br_base.city_2106755,1283
l10n_br_base.city_2106805,0835
l10n_br_base.city_2106904,0837
l10n_br_base.city_2107001,0839
l10n_br_base.city_2107100,0841
l10n_br_base.city_2107209,0843
l10n_br_base.city_2107258,0200
l10n_br_base.city_2107308,0845
l10n_br_base.city_2107357,0202
l10n_br_base.city_2107407,0847
l10n_br_base.city_2107456,0204
l10n_br_base.city_2107506,0849
l10n_br_base.city_2107605,0851
l10n_br_base.city_2107704,0853
l10n_br_base.city_2107803,0855
l10n_br_base.city_2107902,0857
l10n_br_base.city_2108009,0859
l10n_br_base.city_2108058,0206
l10n_br_base.city_2108108,0959
l10n_br_base.city_2108207,0861
l10n_br_base.city_2108256,0208
l10n_br_base.city_2108306,0863
l10n_br_base.city_2108405,0865
l10n_br_base.city_2108454,0210
l10n_br_base.city_2108603,0869
l10n_br_base.city_2108702,0871
l10n_br_base.city_2108801,0873
l10n_br_base.city_2108900,0875
l10n_br_base.city_2109007,0877
l10n_br_base.city_2109056,0212
l10n_br_base.city_2109106,0879
l10n_br_base.city_2109205,0881
l10n_br_base.city_2109239,0214
l10n_br_base.city_2109270,0216
l10n_br_base.city_2109304,0883
l10n_br_base.city_2109403,0885
l10n_br_base.city_2109452,0218
l10n_br_base.city_2109502,0887
l10n_br_base.city_2109551,0220
l10n_br_base.city_2109601,0891
l10n_br_base.city_2109700,0893
l10n_br_base.city_2109759,0222
l10n_br_base.city_2109809,0895
l10n_br_base.city_2109908,0957
l10n_br_base.city_2110005,0897
l10n_br_base.city_2110039,1285
l10n_br_base.city_2110104,0899
l10n_br_base.city_2110203,0901
l10n_br_base.city_2110237,0224
l10n_br_base.city_2110278,0226
l10n_br_base.city_2110302,0903
l10n_br_base.city_2110401,0905
l10n_br_base.city_2110500,0907
l10n_br_base.city_2110609,0909
l10n_br_base.city_2110658,0228
l10n_br_base.city_2110708,0911
l10n_br_base.city_2110807,0913
l10n_br_base.city_2110856,0230
l10n_br_base.city_2110906,0915
l10n_br_base.city_2111003,0917
l10n_br_base.city_2111029,0232
l10n_br_base.city_2111052,0234
l10n_br_base.city_2111078,0236
l10n_br_base.city_2111102,0919
l10n_br_base.city_2111201,0889
l10n_br_base.city_2111250,0238
l10n_br_base.city_2111300,0921
l10n_br_base.city_2111409,0805
l10n_br_base.city_2111508,0923
l10n_br_base.city_2111532,0240
l10n_br_base.city_2111573,0242
l10n_br_base.city_2111607,0925
l10n_br_base.city_2111631,0244
l10n_br_base.city_2111672,0246
l10n_br_base.city_2111706,0927
l10n_br_base.city_2111722,0248
l10n_br_base.city_2111748,0250
l10n_br_base.city_2111763,0252
l10n_br_base.city_2111789,0254
l10n_br_base.city_2111805,0929
l10n_br_base.city_2111904,0931
l10n_br_base.city_2111953,0256
l10n_br_base.city_2112001,0933
l10n_br_base.city_2112100,0935
l10n_br_base.city_2112209,0937
l10n_br_base.city_2112233,0258
l10n_br_base.city_2112274,0260
l10n_br_base.city_2112308,0939
l10n_br_base.city_2112407,0941
l10n_br_base.city_2112456,0262
l10n_br_base.city_2112506,0943
l10n_br_base.city_2112605,0945
l10n_br_base.city_2112704,0947
l10n_br_base.city_2112803,0949
l10n_br_base.city_2112852,0264
l10n_br_base.city_2112902,0951
l10n_br_base.city_2113009,0953
l10n_br_base.city_2114007,1287
l10n_br_base.city_3100104,4001
l10n_br_base.city_3100203,4003
l10n_br_base.city_3100302,4005
l10n_br_base.city_3100401,4007
l10n_br_base.city_3100500,4009
l10n_br_base.city_3100609,4011
l10n_br_base.city_3100708,4013
l10n_br_base.city_3100807,4015
l10n_br_base.city_3100906,4017
l10n_br_base.city_3101003,4019
l10n_br_base.city_3101102,4021
l10n_br_base.city_3101201,4023
l10n_br_base.city_3101300,4025
l10n_br_base.city_3101409,4027
l10n_br_base.city_3101508,4029
l10n_br_base.city_3101607,4031
l10n_br_base.city_3101631,2681
l10n_br_base.city_3101706,4033
l10n_br_base.city_3101805,4035
l10n_br_base.city_3101904,4037
l10n_br_base.city_3102001,4039
l10n_br_base.city_3102050,0564
l10n_br_base.city_3153509,5069
l10n_br_base.city_3102100,4041
l10n_br_base.city_3102209,4043
l10n_br_base.city_3102308,4045
l10n_br_base.city_3102407,4047
l10n_br_base.city_3102506,4049
l10n_br_base.city_3102605,4051
l10n_br_base.city_3102803,4055
l10n_br_base.city_3102852,0566
l10n_br_base.city_3102902,4057
l10n_br_base.city_3103009,4059
l10n_br_base.city_3103108,4061
l10n_br_base.city_3103207,4063
l10n_br_base.city_3103306,4065
l10n_br_base.city_3103405,4067
l10n_br_base.city_3103504,4069
l10n_br_base.city_3103603,4071
l10n_br_base.city_3103702,4073
l10n_br_base.city_3103751,2903
l10n_br_base.city_3103801,4075
l10n_br_base.city_3103900,4077
l10n_br_base.city_3104007,4079
l10n_br_base.city_3104106,4081
l10n_br_base.city_3104205,4083
l10n_br_base.city_3104304,4085
l10n_br_base.city_3104403,4087
l10n_br_base.city_3104452,0568
l10n_br_base.city_3104502,4089
l10n_br_base.city_3104601,4091
l10n_br_base.city_3104700,4093
l10n_br_base.city_3104809,4095
l10n_br_base.city_3104908,4097
l10n_br_base.city_3105004,4099
l10n_br_base.city_3105103,4101
l10n_br_base.city_3105202,4103
l10n_br_base.city_3105301,4105
l10n_br_base.city_3105400,4107
l10n_br_base.city_3105509,4109
l10n_br_base.city_3105608,4111
l10n_br_base.city_3105707,4113
l10n_br_base.city_3105905,4117
l10n_br_base.city_3106002,4119
l10n_br_base.city_3106101,4121
l10n_br_base.city_3106200,4123
l10n_br_base.city_3106309,4125
l10n_br_base.city_3106408,4127
l10n_br_base.city_3106507,4129
l10n_br_base.city_3106655,0570
l10n_br_base.city_3106606,4131
l10n_br_base.city_3106705,4133
l10n_br_base.city_3106804,4135
l10n_br_base.city_3106903,4137
l10n_br_base.city_3107000,4139
l10n_br_base.city_3107109,4141
l10n_br_base.city_3107208,4143
l10n_br_base.city_3107307,4145
l10n_br_base.city_3107406,4147
l10n_br_base.city_3107505,4149
l10n_br_base.city_3107604,4151
l10n_br_base.city_3107703,4153
l10n_br_base.city_3107802,4155
l10n_br_base.city_3107901,4157
l10n_br_base.city_3108008,4159
l10n_br_base.city_3108107,4161
l10n_br_base.city_3108206,4163
l10n_br_base.city_3108255,0572
l10n_br_base.city_3108305,4165
l10n_br_base.city_3108404,4167
l10n_br_base.city_3108503,4169
l10n_br_base.city_3108701,4173
l10n_br_base.city_3108552,0574
l10n_br_base.city_3108602,4171
l10n_br_base.city_3108909,4177
l10n_br_base.city_3108800,4175
l10n_br_base.city_3109006,4179
l10n_br_base.city_3109105,4181
l10n_br_base.city_3109204,4183
l10n_br_base.city_3109253,0576
l10n_br_base.city_3109303,4185
l10n_br_base.city_3109402,4187
l10n_br_base.city_3109451,0578
l10n_br_base.city_3109501,4189
l10n_br_base.city_3109600,4191
l10n_br_base.city_3109709,4193
l10n_br_base.city_3102704,4053
l10n_br_base.city_3109808,4195
l10n_br_base.city_3109907,4197
l10n_br_base.city_3110004,4199
l10n_br_base.city_3110103,4201
l10n_br_base.city_3110202,4203
l10n_br_base.city_3110301,4205
l10n_br_base.city_3110400,4207
l10n_br_base.city_3110509,4209
l10n_br_base.city_3110608,4211
l10n_br_base.city_3110707,4213
l10n_br_base.city_3110806,4215
l10n_br_base.city_3110905,4217
l10n_br_base.city_3111002,4219
l10n_br_base.city_3111101,4221
l10n_br_base.city_3111150,0580
l10n_br_base.city_3111200,4223
l10n_br_base.city_3111309,4225
l10n_br_base.city_3111408,4227
l10n_br_base.city_3111507,4229
l10n_br_base.city_3111606,4231
l10n_br_base.city_3111903,4237
l10n_br_base.city_3111705,4233
l10n_br_base.city_3111804,4235
l10n_br_base.city_3112000,4239
l10n_br_base.city_3112059,0582
l10n_br_base.city_3112109,4241
l10n_br_base.city_3112208,4243
l10n_br_base.city_3112307,4245
l10n_br_base.city_3112406,4247
l10n_br_base.city_3112505,4249
l10n_br_base.city_3112604,4251
l10n_br_base.city_3112653,2651
l10n_br_base.city_3112703,4253
l10n_br_base.city_3112802,4255
l10n_br_base.city_3112901,4257
l10n_br_base.city_3113008,4259
l10n_br_base.city_3113107,4261
l10n_br_base.city_3113206,4263
l10n_br_base.city_3113305,4265
l10n_br_base.city_3113404,4267
l10n_br_base.city_3113503,4269
l10n_br_base.city_3113602,4271
l10n_br_base.city_3113701,4273
l10n_br_base.city_3113800,4275
l10n_br_base.city_3113909,4277
l10n_br_base.city_3114006,4279
l10n_br_base.city_3114105,4281
l10n_br_base.city_3114204,4283
l10n_br_base.city_3114303,4285
l10n_br_base.city_3114402,4287
l10n_br_base.city_3114501,4289
l10n_br_base.city_3114550,2685
l10n_br_base.city_3114600,4291
l10n_br_base.city_3114709,4293
l10n_br_base.city_3114808,4295
l10n_br_base.city_3114907,4297
l10n_br_base.city_3115003,4299
l10n_br_base.city_3115102,4301
l10n_br_base.city_3115300,4305
l10n_br_base.city_3115359,0584
l10n_br_base.city_3115409,4307
l10n_br_base.city_3115458,2653
l10n_br_base.city_3115474,0586
l10n_br_base.city_3115508,4309
l10n_br_base.city_3115607,4311
l10n_br_base.city_3115706,4313
l10n_br_base.city_3115805,4315
l10n_br_base.city_3115904,4317
l10n_br_base.city_3116001,4319
l10n_br_base.city_3116100,4321
l10n_br_base.city_3116159,0588
l10n_br_base.city_3116209,4323
l10n_br_base.city_3116308,4325
l10n_br_base.city_3116407,4327
l10n_br_base.city_3116506,4329
l10n_br_base.city_3116605,4331
l10n_br_base.city_3116704,4333
l10n_br_base.city_3116803,4335
l10n_br_base.city_3116902,4337
l10n_br_base.city_3117009,4339
l10n_br_base.city_3117108,4341
l10n_br_base.city_3115201,4303
l10n_br_base.city_3117306,4345
l10n_br_base.city_3117207,4343
l10n_br_base.city_3117405,4347
l10n_br_base.city_3117504,4349
l10n_br_base.city_3117603,4351
l10n_br_base.city_3117702,4353
l10n_br_base.city_3117801,4355
l10n_br_base.city_3117836,0590
l10n_br_base.city_3117876,0592
l10n_br_base.city_3117900,4357
l10n_br_base.city_3118007,4359
l10n_br_base.city_3118106,4361
l10n_br_base.city_3118205,4363
l10n_br_base.city_3118304,4365
l10n_br_base.city_3118403,4367
l10n_br_base.city_3118502,4369
l10n_br_base.city_3118601,4371
l10n_br_base.city_3118700,4373
l10n_br_base.city_3118809,4375
l10n_br_base.city_3118908,4377
l10n_br_base.city_3119005,4379
l10n_br_base.city_3119104,4381
l10n_br_base.city_3119203,4383
l10n_br_base.city_3119302,4385
l10n_br_base.city_3119401,4387
l10n_br_base.city_3119500,4389
l10n_br_base.city_3119609,4391
l10n_br_base.city_3119708,4393
l10n_br_base.city_3119807,4395
l10n_br_base.city_3119906,4397
l10n_br_base.city_3119955,0594
l10n_br_base.city_3120003,4399
l10n_br_base.city_3120102,4401
l10n_br_base.city_3120151,0596
l10n_br_base.city_3120201,4403
l10n_br_base.city_3120300,4405
l10n_br_base.city_3120409,4407
l10n_br_base.city_3120508,4409
l10n_br_base.city_3120607,4411
l10n_br_base.city_3120706,4413
l10n_br_base.city_3120805,4415
l10n_br_base.city_3120839,0598
l10n_br_base.city_3120870,0600
l10n_br_base.city_3120904,4417
l10n_br_base.city_3121001,4419
l10n_br_base.city_3121100,4421
l10n_br_base.city_3121209,4423
l10n_br_base.city_3121258,0602
l10n_br_base.city_3121308,4425
l10n_br_base.city_3121407,4427
l10n_br_base.city_3121506,4429
l10n_br_base.city_3121605,4431
l10n_br_base.city_3121704,4433
l10n_br_base.city_3121803,4435
l10n_br_base.city_3121902,4437
l10n_br_base.city_3122009,4439
l10n_br_base.city_3122108,4441
l10n_br_base.city_3122207,4443
l10n_br_base.city_3122306,4445
l10n_br_base.city_3122355,0604
l10n_br_base.city_3122405,4447
l10n_br_base.city_3122454,2657
l10n_br_base.city_3122470,0606
l10n_br_base.city_3122504,4449
l10n_br_base.city_3122603,4451
l10n_br_base.city_3122702,4453
l10n_br_base.city_3122801,4455
l10n_br_base.city_3123007,4459
l10n_br_base.city_3123106,4461
l10n_br_base.city_3123205,4463
l10n_br_base.city_3123304,4465
l10n_br_base.city_3123403,4467
l10n_br_base.city_3123502,4469
l10n_br_base.city_3123528,2675
l10n_br_base.city_3123601,4471
l10n_br_base.city_3123700,4473
l10n_br_base.city_3123809,4475
l10n_br_base.city_3123858,2663
l10n_br_base.city_3123908,4477
l10n_br_base.city_3124005,4479
l10n_br_base.city_3124104,4481
l10n_br_base.city_3124203,4483
l10n_br_base.city_3124302,4485
l10n_br_base.city_3124401,4487
l10n_br_base.city_3124500,4489
l10n_br_base.city_3124609,4491
l10n_br_base.city_3124708,4493
l10n_br_base.city_3124807,4495
l10n_br_base.city_3124906,4497
l10n_br_base.city_3125002,4499
l10n_br_base.city_3125101,4501
l10n_br_base.city_3125200,4503
l10n_br_base.city_3125309,4505
l10n_br_base.city_3125408,4507
l10n_br_base.city_3125606,4511
l10n_br_base.city_3125705,4513
l10n_br_base.city_3125804,4515
l10n_br_base.city_3125903,4517
l10n_br_base.city_3125952,2683
l10n_br_base.city_3126000,4519
l10n_br_base.city_3126109,4521
l10n_br_base.city_3126208,4523
l10n_br_base.city_3126307,4525
l10n_br_base.city_3126406,4527
l10n_br_base.city_3126505,4529
l10n_br_base.city_3126604,4531
l10n_br_base.city_3126703,4533
l10n_br_base.city_3126752,0608
l10n_br_base.city_3126802,4535
l10n_br_base.city_3126901,4537
l10n_br_base.city_3126950,0610
l10n_br_base.city_3127008,4539
